,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"control_contribution[2023-07-02T00:00:00.000000000, pages_per_session]",0.089,0.014,0.061,0.116,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-07-02T00:00:00.000000000, nps_score]",0.065,0.016,0.036,0.096,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-07-02T00:00:00.000000000, conversion_rate]",0.021,0.01,0.003,0.04,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-07-09T00:00:00.000000000, bounce_rate]",-0.136,0.025,-0.185,-0.091,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-07-09T00:00:00.000000000, session_duration]",0.086,0.018,0.053,0.119,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-07-09T00:00:00.000000000, pages_per_session]",0.15,0.024,0.103,0.195,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-07-09T00:00:00.000000000, nps_score]",0.05,0.012,0.028,0.074,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-07-09T00:00:00.000000000, conversion_rate]",0.037,0.017,0.005,0.07,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-07-16T00:00:00.000000000, bounce_rate]",-0.123,0.022,-0.167,-0.082,0.0,0.0,2184.209,1572.564,1.0
"control_contribution[2023-07-16T00:00:00.000000000, session_duration]",0.072,0.015,0.045,0.1,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-07-16T00:00:00.000000000, pages_per_session]",0.112,0.018,0.076,0.145,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-07-16T00:00:00.000000000, nps_score]",0.076,0.019,0.043,0.112,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-07-16T00:00:00.000000000, conversion_rate]",0.041,0.019,0.006,0.077,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-07-23T00:00:00.000000000, bounce_rate]",-0.13,0.024,-0.177,-0.087,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-07-23T00:00:00.000000000, session_duration]",0.082,0.017,0.051,0.115,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-07-23T00:00:00.000000000, pages_per_session]",0.099,0.016,0.068,0.128,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-07-23T00:00:00.000000000, nps_score]",0.067,0.016,0.037,0.098,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-07-23T00:00:00.000000000, conversion_rate]",0.028,0.013,0.004,0.053,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-07-30T00:00:00.000000000, bounce_rate]",-0.127,0.023,-0.172,-0.085,0.0,0.0,2184.209,1572.564,1.0
"control_contribution[2023-07-30T00:00:00.000000000, session_duration]",0.065,0.013,0.041,0.091,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-07-30T00:00:00.000000000, pages_per_session]",0.115,0.018,0.079,0.15,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-07-30T00:00:00.000000000, nps_score]",0.067,0.017,0.037,0.099,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-07-30T00:00:00.000000000, conversion_rate]",0.029,0.013,0.004,0.053,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-08-06T00:00:00.000000000, bounce_rate]",-0.195,0.035,-0.265,-0.13,0.001,0.001,2184.209,1572.564,1.0
"control_contribution[2023-08-06T00:00:00.000000000, session_duration]",0.081,0.017,0.05,0.113,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-08-06T00:00:00.000000000, pages_per_session]",0.126,0.02,0.086,0.164,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-08-06T00:00:00.000000000, nps_score]",0.049,0.012,0.027,0.072,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-08-06T00:00:00.000000000, conversion_rate]",0.034,0.016,0.005,0.064,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-08-13T00:00:00.000000000, bounce_rate]",-0.136,0.025,-0.185,-0.091,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-08-13T00:00:00.000000000, session_duration]",0.093,0.019,0.058,0.13,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-08-13T00:00:00.000000000, pages_per_session]",0.117,0.019,0.08,0.152,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-08-13T00:00:00.000000000, nps_score]",0.054,0.013,0.03,0.079,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-08-13T00:00:00.000000000, conversion_rate]",0.026,0.012,0.004,0.049,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-08-20T00:00:00.000000000, bounce_rate]",-0.149,0.027,-0.203,-0.1,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-08-20T00:00:00.000000000, session_duration]",0.074,0.015,0.046,0.103,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-08-20T00:00:00.000000000, pages_per_session]",0.145,0.023,0.099,0.188,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-08-20T00:00:00.000000000, nps_score]",0.038,0.009,0.021,0.056,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-08-20T00:00:00.000000000, conversion_rate]",0.026,0.012,0.004,0.048,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-08-27T00:00:00.000000000, bounce_rate]",-0.18,0.033,-0.245,-0.12,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-08-27T00:00:00.000000000, session_duration]",0.085,0.017,0.053,0.118,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-08-27T00:00:00.000000000, pages_per_session]",0.124,0.02,0.085,0.161,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-08-27T00:00:00.000000000, nps_score]",0.052,0.013,0.029,0.076,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-08-27T00:00:00.000000000, conversion_rate]",0.039,0.018,0.005,0.073,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-09-03T00:00:00.000000000, bounce_rate]",-0.115,0.021,-0.157,-0.077,0.0,0.0,2184.209,1572.564,1.0
"control_contribution[2023-09-03T00:00:00.000000000, session_duration]",0.087,0.018,0.054,0.122,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-09-03T00:00:00.000000000, pages_per_session]",0.106,0.017,0.073,0.138,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-09-03T00:00:00.000000000, nps_score]",0.04,0.01,0.023,0.059,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-09-03T00:00:00.000000000, conversion_rate]",0.037,0.017,0.005,0.069,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-09-10T00:00:00.000000000, bounce_rate]",-0.138,0.025,-0.187,-0.092,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-09-10T00:00:00.000000000, session_duration]",0.093,0.019,0.058,0.13,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-09-10T00:00:00.000000000, pages_per_session]",0.124,0.02,0.085,0.161,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-09-10T00:00:00.000000000, nps_score]",0.079,0.019,0.044,0.116,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-09-10T00:00:00.000000000, conversion_rate]",0.043,0.019,0.006,0.079,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-09-17T00:00:00.000000000, bounce_rate]",-0.13,0.024,-0.177,-0.087,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-09-17T00:00:00.000000000, session_duration]",0.082,0.017,0.051,0.115,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-09-17T00:00:00.000000000, pages_per_session]",0.126,0.02,0.087,0.165,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-09-17T00:00:00.000000000, nps_score]",0.058,0.014,0.032,0.086,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-09-17T00:00:00.000000000, conversion_rate]",0.022,0.01,0.003,0.041,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-09-24T00:00:00.000000000, bounce_rate]",-0.135,0.024,-0.183,-0.09,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-09-24T00:00:00.000000000, session_duration]",0.105,0.022,0.065,0.147,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-09-24T00:00:00.000000000, pages_per_session]",0.08,0.013,0.055,0.104,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-09-24T00:00:00.000000000, nps_score]",0.06,0.015,0.033,0.088,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-09-24T00:00:00.000000000, conversion_rate]",0.028,0.013,0.004,0.052,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-10-01T00:00:00.000000000, bounce_rate]",-0.132,0.024,-0.18,-0.089,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-10-01T00:00:00.000000000, session_duration]",0.045,0.009,0.028,0.063,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-10-01T00:00:00.000000000, pages_per_session]",0.143,0.023,0.098,0.187,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-10-01T00:00:00.000000000, nps_score]",0.054,0.013,0.03,0.079,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-10-01T00:00:00.000000000, conversion_rate]",0.034,0.016,0.005,0.064,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-10-08T00:00:00.000000000, bounce_rate]",-0.119,0.022,-0.162,-0.08,0.0,0.0,2184.209,1572.564,1.0
"control_contribution[2023-10-08T00:00:00.000000000, session_duration]",0.14,0.029,0.087,0.195,0.001,0.0,2440.026,1349.841,1.001
"control_contribution[2023-10-08T00:00:00.000000000, pages_per_session]",0.106,0.017,0.072,0.138,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-10-08T00:00:00.000000000, nps_score]",0.061,0.015,0.034,0.089,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-10-08T00:00:00.000000000, conversion_rate]",0.025,0.011,0.003,0.046,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-10-15T00:00:00.000000000, bounce_rate]",-0.141,0.026,-0.192,-0.095,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-10-15T00:00:00.000000000, session_duration]",0.068,0.014,0.042,0.095,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-10-15T00:00:00.000000000, pages_per_session]",0.106,0.017,0.073,0.138,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-10-15T00:00:00.000000000, nps_score]",0.098,0.024,0.055,0.144,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-10-15T00:00:00.000000000, conversion_rate]",0.037,0.017,0.005,0.069,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-10-22T00:00:00.000000000, bounce_rate]",-0.111,0.02,-0.151,-0.074,0.0,0.0,2184.209,1572.564,1.0
"control_contribution[2023-10-22T00:00:00.000000000, session_duration]",0.092,0.019,0.057,0.129,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-10-22T00:00:00.000000000, pages_per_session]",0.133,0.021,0.091,0.173,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-10-22T00:00:00.000000000, nps_score]",0.052,0.013,0.029,0.077,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-10-22T00:00:00.000000000, conversion_rate]",0.042,0.019,0.006,0.078,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-10-29T00:00:00.000000000, bounce_rate]",-0.161,0.029,-0.218,-0.108,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-10-29T00:00:00.000000000, session_duration]",0.067,0.014,0.042,0.094,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-10-29T00:00:00.000000000, pages_per_session]",0.133,0.021,0.091,0.173,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-10-29T00:00:00.000000000, nps_score]",0.047,0.011,0.026,0.069,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-10-29T00:00:00.000000000, conversion_rate]",0.027,0.012,0.004,0.051,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-11-05T00:00:00.000000000, bounce_rate]",-0.152,0.027,-0.206,-0.102,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-11-05T00:00:00.000000000, session_duration]",0.097,0.02,0.06,0.135,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-11-05T00:00:00.000000000, pages_per_session]",0.095,0.015,0.065,0.124,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-11-05T00:00:00.000000000, nps_score]",0.066,0.016,0.037,0.097,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-11-05T00:00:00.000000000, conversion_rate]",0.032,0.015,0.004,0.06,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-11-12T00:00:00.000000000, bounce_rate]",-0.125,0.023,-0.169,-0.083,0.0,0.0,2184.209,1572.564,1.0
"control_contribution[2023-11-12T00:00:00.000000000, session_duration]",0.09,0.018,0.056,0.125,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-11-12T00:00:00.000000000, pages_per_session]",0.134,0.021,0.092,0.175,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-11-12T00:00:00.000000000, nps_score]",0.016,0.004,0.009,0.023,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-11-12T00:00:00.000000000, conversion_rate]",0.044,0.02,0.006,0.081,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-11-19T00:00:00.000000000, bounce_rate]",-0.126,0.023,-0.171,-0.084,0.0,0.0,2184.209,1572.564,1.0
"control_contribution[2023-11-19T00:00:00.000000000, session_duration]",0.072,0.015,0.045,0.101,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-11-19T00:00:00.000000000, pages_per_session]",0.099,0.016,0.068,0.129,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-11-19T00:00:00.000000000, nps_score]",0.058,0.014,0.033,0.086,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-11-19T00:00:00.000000000, conversion_rate]",0.046,0.021,0.006,0.087,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-11-26T00:00:00.000000000, bounce_rate]",-0.143,0.026,-0.195,-0.096,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-11-26T00:00:00.000000000, session_duration]",0.105,0.022,0.065,0.146,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-11-26T00:00:00.000000000, pages_per_session]",0.161,0.026,0.11,0.209,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-11-26T00:00:00.000000000, nps_score]",0.051,0.013,0.029,0.075,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-11-26T00:00:00.000000000, conversion_rate]",0.038,0.017,0.005,0.071,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-12-03T00:00:00.000000000, bounce_rate]",-0.117,0.021,-0.159,-0.078,0.0,0.0,2184.209,1572.564,1.0
"control_contribution[2023-12-03T00:00:00.000000000, session_duration]",0.082,0.017,0.051,0.114,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-12-03T00:00:00.000000000, pages_per_session]",0.092,0.015,0.063,0.12,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-12-03T00:00:00.000000000, nps_score]",0.041,0.01,0.023,0.06,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-12-03T00:00:00.000000000, conversion_rate]",0.037,0.017,0.005,0.068,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-12-10T00:00:00.000000000, bounce_rate]",-0.181,0.033,-0.246,-0.121,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-12-10T00:00:00.000000000, session_duration]",0.095,0.019,0.059,0.133,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-12-10T00:00:00.000000000, pages_per_session]",0.12,0.019,0.082,0.156,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-12-10T00:00:00.000000000, nps_score]",0.066,0.016,0.037,0.097,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-12-10T00:00:00.000000000, conversion_rate]",0.025,0.012,0.004,0.047,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-12-17T00:00:00.000000000, bounce_rate]",-0.145,0.026,-0.198,-0.097,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-12-17T00:00:00.000000000, session_duration]",0.067,0.014,0.042,0.094,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-12-17T00:00:00.000000000, pages_per_session]",0.093,0.015,0.064,0.121,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-12-17T00:00:00.000000000, nps_score]",0.058,0.014,0.032,0.086,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-12-17T00:00:00.000000000, conversion_rate]",0.035,0.016,0.005,0.065,0.0,0.0,2817.533,1343.844,1.0
"control_contribution[2023-12-24T00:00:00.000000000, bounce_rate]",-0.146,0.026,-0.199,-0.098,0.001,0.0,2184.209,1572.564,1.0
"control_contribution[2023-12-24T00:00:00.000000000, session_duration]",0.084,0.017,0.052,0.117,0.0,0.0,2440.026,1349.841,1.001
"control_contribution[2023-12-24T00:00:00.000000000, pages_per_session]",0.171,0.027,0.117,0.223,0.0,0.0,3056.213,1420.742,1.002
"control_contribution[2023-12-24T00:00:00.000000000, nps_score]",0.028,0.007,0.016,0.041,0.0,0.0,2774.916,1321.958,1.0
"control_contribution[2023-12-24T00:00:00.000000000, conversion_rate]",0.037,0.017,0.005,0.068,0.0,0.0,2817.533,1343.844,1.0
"control_contribution_original_scale[2022-01-02T00:00:00.000000000, bounce_rate]",-16230.117,2938.632,-22051.291,-10856.284,62.765,44.428,2184.209,1572.564,1.0
"control_contribution_original_scale[2022-01-02T00:00:00.000000000, session_duration]",8360.011,1715.662,5200.123,11665.866,34.799,25.445,2440.026,1349.841,1.001
"control_contribution_original_scale[2022-01-02T00:00:00.000000000, pages_per_session]",14177.767,2265.613,9712.991,18463.974,40.852,29.517,3056.213,1420.742,1.002
"control_contribution_original_scale[2022-01-02T00:00:00.000000000, nps_score]",3172.284,780.789,1768.842,4664.287,14.708,10.629,2774.916,1321.958,1.0
"control_contribution_original_scale[2022-01-02T00:00:00.000000000, conversion_rate]",2299.842,1051.74,319.657,4286.641,19.824,15.802,2817.533,1343.844,1.0
"control_contribution_original_scale[2022-01-09T00:00:00.000000000, bounce_rate]",-12276.126,2222.72,-16679.142,-8211.47,47.474,33.604,2184.209,1572.564,1.0
"control_contribution_original_scale[2022-01-09T00:00:00.000000000, session_duration]",6325.47,1298.129,3934.591,8826.793,26.33,19.253,2440.026,1349.841,1.001
"control_contribution_original_scale[2022-01-09T00:00:00.000000000, pages_per_session]",11870.405,1896.896,8132.25,15459.053,34.204,24.714,3056.213,1420.742,1.002
"control_contribution_original_scale[2022-01-09T00:00:00.000000000, nps_score]",5653.923,1391.591,3152.585,8313.102,26.214,18.944,2774.916,1321.958,1.0
"control_contribution_original_scale[2022-01-09T00:00:00.000000000, conversion_rate]",858.15,392.44,119.275,1599.493,7.397,5.896,2817.533,1343.844,1.0
"control_contribution_original_scale[2022-01-16T00:00:00.000000000, bounce_rate]",-10885.196,1970.878,-14789.335,-7281.08,42.095,29.797,2184.209,1572.564,1.0
"control_contribution_original_scale[2022-01-16T00:00:00.000000000, session_duration]",9017.486,1850.591,5609.088,12583.33,37.535,27.446,2440.026,1349.841,1.001
"control_contribution_original_scale[2022-01-16T00:00:00.000000000, pages_per_session]",10424.829,1665.892,7141.905,13576.451,30.038,21.704,3056.213,1420.742,1.002
"control_contribution_original_scale[2022-01-16T00:00:00.000000000, nps_score]",3886.34,956.539,2166.994,5714.182,18.019,13.022,2774.916,1321.958,1.0
"control_contribution_original_scale[2022-01-16T00:00:00.000000000, conversion_rate]",2943.454,1346.071,409.113,5486.26,25.371,20.225,2817.533,1343.844,1.0
"control_contribution_original_scale[2022-01-23T00:00:00.000000000, bounce_rate]",-12841.354,2325.061,-17447.097,-8589.549,49.66,35.152,2184.209,1572.564,1.0
"control_contribution_original_scale[2022-01-23T00:00:00.000000000, session_duration]",7445.194,1527.921,4631.085,10389.296,30.991,22.661,2440.026,1349.841,1.001
"control_contribution_original_scale[2022-01-23T00:00:00.000000000, pages_per_session]",8729.057,1394.907,5980.155,11368.015,25.152,18.173,3056.213,1420.742,1.002
"control_contribution_original_scale[2022-01-23T00:00:00.000000000, nps_score]",4424.809,1089.071,2467.241,6505.906,20.515,14.826,2774.916,1321.958,1.0
"control_contribution_original_scale[2022-01-23T00:00:00.000000000, conversion_rate]",2943.454,1346.071,409.113,5486.26,25.371,20.225,2817.533,1343.844,1.0
"control_contribution_original_scale[2022-01-30T00:00:00.000000000, bounce_rate]",-11820.297,2140.188,-16059.823,-7906.567,45.711,32.357,2184.209,1572.564,1.0
"control_contribution_original_scale[2022-01-30T00:00:00.000000000, session_duration]",8793.622,1804.649,5469.839,12270.942,36.604,26.765,2440.026,1349.841,1.001
"control_contribution_original_scale[2022-01-30T00:00:00.000000000, pages_per_session]",9868.838,1577.044,6761.004,12852.374,28.436,20.546,3056.213,1420.742,1.002
"control_contribution_original_scale[2022-01-30T00:00:00.000000000, nps_score]",5548.57,1365.661,3093.841,8158.199,25.725,18.591,2774.916,1321.958,1.0
"control_contribution_original_scale[2022-01-30T00:00:00.000000000, conversion_rate]",2205.445,1008.572,306.537,4110.696,19.01,15.154,2817.533,1343.844,1.0
"control_contribution_original_scale[2022-02-06T00:00:00.000000000, bounce_rate]",-14240.098,2578.318,-19347.522,-9525.166,55.069,38.98,2184.209,1572.564,1.0
"control_contribution_original_scale[2022-02-06T00:00:00.000000000, session_duration]",6940.995,1424.448,4317.462,9685.719,28.892,21.126,2440.026,1349.841,1.001
